"signature_hash_4","num_signatures","signatures"
"0x3d77de5d",2,"{numberToWalletAdd(uint256),""revenueShareInfoEvent(uint256,uint256,uint256,uint256)""}"
"0x3e34ed10",2,"{firePitPercentage(),""investToken(address,address,uint256)""}"
"0x3e3e9598",2,"{addSniper(address),AlreadyRentTicket()}"
"0x3e611a96",2,"{getAllBidInfo(address),updateAgreegator(address)}"
"0x3ee6d933",2,"{deadtoken(),rndInit_()}"
"0x3f16fa20",2,"{""RatingModified(uint256,uint256,address)"",""SovereignPool___verifyPermission_onlyPermissionedAccess(address,uint8)""}"
"0x401da284",2,"{getCurrentPriceUSD(),minHDTokenBalance()}"
"0x40f7eb3b",2,"{CelesteDAC12(),""getUserWithdrawals(address,uint256[])""}"
"0x414e3a87",2,"{""calculateTokensOutForTokensIn(uint256,bool)"",""depositSPSPsAndETHForSePSP2((uint8,uint256,bytes)[],uint256)""}"
"0x41ad60d4",2,"{_fpijuzolhjg(address),openKumamon()}"
"0x41bc24c4",2,"{""ContractCallApprovedByAdmin(address,address)"",setFreeUnlockDuration(uint256)}"
"0x41d4a1ab",2,"{bonusToken(),""updateManyOpenseaSlug(uint32[],string)""}"
"0x427913f2",2,"{function82(),getClaimedFinancialData()}"
"0x4291ee3d",2,"{""balanceOfStake(address,uint256)"",""depositTokens(uint256,uint256,uint256,uint256)""}"
"0x429e6e0f",2,"{""canBuyNewBook((uint8,address,address,uint256))"",withdrawStrategyAddress()}"
"0x42e29847",2,"{aggreg(),""getGiftDetails(bytes32,uint256)""}"
"0x42e910af",2,"{""adjustPosition(uint256,uint256,uint256,uint16)"",positionIds(bytes32)}"
"0x42ee0aba",2,"{""FractionsSold(uint256,address,uint256,uint256)"",""updateRewardMultiple(uint256,uint256[],uint256[],uint256[])""}"
"0x42f5d95d",2,"{AllUnLock(),""publicMint(string,bytes)""}"
"0x4317bec2",2,"{""emitClaim(uint256,uint256[],address,address,address,uint256)"",""_setPlanetApeClub477(uint256[],uint256[])""}"
"0x437d5077",2,"{""intialize(uint256,uint256,address)"",isAbleToPayJackPot()}"
"0x43e167e3",2,"{""showPoolAssetBalances(address,address)"",withdrawableBABYALICEDividendOf(address)}"
"0x451e761b",2,"{getServiceBuyerRecords(uint256),RenounceEmDev()}"
"0x45a44657",2,"{""boxAdd(uint256,uint256,uint256,bool)"",""startFreeSale(uint64,uint64)""}"
"0x45c2028b",2,"{getCurrentOwnership(),""ServiceCreated(uint256,(uint256,string,string,string,string,string))""}"
"0x462fc765",2,"{sendToActive(address),setHarvestMode(bool)}"
"0x463a1ffe",2,"{""changeFeeRecipient(uint256,address)"",getHardcap()}"
"0x464edafb",2,"{block_chainid(),createPanoTradingPairs()}"
"0x46525b27",2,"{executeLPMigration(),getWhitelistedVault(uint256)}"
"0x47418db1",2,"{""monsterCreated(string,address)"",OnlyOwnerCanWithdraw()}"
"0x4755b32c",2,"{""calculateSellProceeds(uint256,bool,uint256)"",""changeEVTHolding(uint256,uint256,uint8)""}"
"0x475b3be0",2,"{getGogoServicesCount(),""TokensPurchased(address,address,address,uint256,uint8,uint256,uint256)""}"
"0x4787026c",2,"{""AvatarCreated(address,uint256,string)"",""MintDevils(address,uint256,uint256)""}"
"0x47893bd1",2,"{changeTxPercentageSet(uint256),""getLendingToken(uint8,address)""}"
"0x47b8197a",2,"{addLD(address),""OrderAdded(uint256,uint256,address,uint256,uint256,uint256)""}"
"0x47ec85e8",2,"{""discountCreate(string,uint256,address,uint256)"",""SetFeeReceivers(address,address)""}"
"0x47fb5468",2,"{""PancakeV3FarmingRewardsHarvested(uint256,address,address)"",SetNewGov(address)}"
"0x480d449b",2,"{""configureReserveBlacklistBitmap(address,uint128)"",infinityContract()}"
"0x485e967e",2,"{msoContract(),pendleMarketRegisterHelper()}"
"0x486447be",2,"{""setAsExemptT_Limit(address,bool)"",setStack(address)}"
"0x48844d8c",2,"{CODE_MINT_PRICE(),""RoundDrawn(uint256,uint8,uint256)""}"
"0x4898b4f2",2,"{""createAndFundPositionAtRatio(address,address,address,uint256,uint256,address,bytes,address,bytes,uint256)"",setAccessControlManagerAddress(address)}"
"0x49142d2a",2,"{""purchaseToken(address,address,uint256,uint256,uint256,uint256,bytes)"",_rebaseTokensMinSupplyPercent()}"
"0x49212fcb",2,"{""loyalties(uint256,address)"",secsInOneDay()}"
"0x4957c2bc",2,"{""calcWithdrawalSharesFromUnderlyingCost(uint256,uint256,uint256,uint256,uint256)"",""seedDataFromBack(((address,address,address[],uint256),bytes))""}"
"0x49bfdafd",2,"{publishExcessCapitalResults(bytes32),setWebAppBackend(address)}"
"0x4a662f48",2,"{getNetworkStats(),getWalletInvestments(address)}"
"0x4a66ddff",2,"{""InvocationNotFound(address,uint256)"",twin_contract()}"
"0x4aad2193",2,"{getOpenGift(uint256),setmaxMintPerAccount(uint256)}"
"0x4ae209c7",2,"{getTokenOwnerBalances(address),newPile()}"
"0x4b29b4c4",2,"{""cumulateToLiquidityIndex(uint256,uint256)"",joinRoom(bytes32)}"
"0x4b344245",2,"{buyNFTs(uint16),""buyWithWert1(string,uint256)""}"
"0x4b7ba5ca",2,"{FlashBorrowerInitialized(),setElvenTaleNFTAddress(address)}"
"0x4c690728",2,"{fetchCampaignMeta(uint256),releaseFundsAsBuyer(uint256)}"
"0x4c7b7c6f",2,"{""addWhitelists(address[],uint256[],bool)"",""upgradeCosmicLevel(uint256,uint256)""}"
"0x4d27d02f",2,"{getTokenMutation(uint256),""TermAdded(bytes32,address)""}"
"0x4d68f17a",2,"{isTotalSlashedTransferred(),""updateTeam(uint256,uint256)""}"
"0x4d6aae7b",2,"{bodyPositionToString(uint16),setMiladyShirt1Color(uint256)}"
"0x4dd94695",2,"{""addFundWithAction(address,address,uint256,string)"",pendingCreator(address)}"
"0x4df6dca7",2,"{BabyAliceDividendEnabled(),""disperseAllTokenAmount(address,address,uint256)""}"
"0x4e49e8e5",2,"{configSupplyLimit(string),""TokenCreated(address,string,string,uint256,uint256,uint256,uint256,address,address,address)""}"
"0x4ea200e7",2,"{masterStep(),updateRedeemRequestId(uint256)}"
"0x4f4bdcd7",2,"{""MintPreSaleGold(uint16,bytes32[])"",referrerVolume(address)}"
"0x4f547369",2,"{setTotalReserve(uint256),tokenstateschf_i()}"
"0x4f8ca8d4",2,"{""setValidParentForEquippableGroup(uint256,uint64,address)"",wowVeryClogged()}"
"0x4fc9584a",2,"{fiatHardcap(),messageSpanStep()}"
"0x503ef9fe",2,"{changeFeeAmt(uint8),changeMAXSupply(uint256)}"
"0x5058632e",2,"{EHRMerkleProof(),MAX_ATTRACTORS()}"
"0x50627145",2,"{PALS_PER_TX(),""UpdateUnitAccumulatedFunding(uint24,int128)""}"
"0x50673e98",2,"{advistoryAmount(),RisersTeesX()}"
"0x5085d928",2,"{gadgetsFreeMint(uint256[]),MB_Collection_Address()}"
"0x508ac49b",2,"{bonusMintsPresale(),updateL1GasFeeOracle()}"
"0x50e20942",2,"{DPX_TOKEN(),LVL2_IPFS_HASH()}"
"0x50f9b6cd",2,"{called(),getAuthorFromKitty(address)}"
"0x51405422",2,"{pendingRewardMaticFor(address),""redemptionAvailable(address,uint128)""}"
"0x5160ea88",2,"{""integrateExternalData(address,uint256,uint256,uint256,uint256,uint256)"",isNextAllocationExecutable()}"
"0x518fd59a",2,"{""earnedOfStrategy(address,address)"",getAPI3PriceFromOracle(address)}"
"0x51e1a899",2,"{GetPartyStats(),_markettotal()}"
"0x52bbbe29",2,"{""Sub2JunionOnYoutube(int184,uint72[],bytes9[],int256,uint208[],bytes8[])"",""swap((bytes32,uint8,address,address,uint256,bytes),(address,bool,address,bool),uint256,uint256)""}"
"0x52e32a55",2,"{bounty0xToken(),""setWhitelistImbalancedAccount(address,uint256)""}"
"0x52e53793",2,"{""manageBOOMER(address,bool)"",shippedFromDistributor(uint256)}"
"0x537a924c",2,"{Pay(),""tokenMultiMint(address,address[],uint256[])""}"
"0x538ede34",2,"{ILiquidityHandler_NotWhitelisted(),""NFTWithdraw(address,address,bytes)""}"
"0x540581b0",2,"{""removeLpEnable(address,address,bool)"",""userPackageInfo(address,uint256)""}"
"0x54d44e95",2,"{submitDepositProposal(address),""updateStageSupply(uint256,uint256)""}"
"0x55298d4c",2,"{""claimMultiple((uint256,bytes,address)[])"",fixedReciever()}"
"0x55456f58",2,"{maxcap(),setMINT8(bool)}"
"0x557190c3",2,"{getClaimExpiryTime(),""verifyResult(bytes32,uint256)""}"
"0x55920297",2,"{""FleetCreated(address,bytes32,string)"",setFarmSmart(address)}"
"0x55d70018",2,"{""JoinStream(bytes32,bytes32,address,uint256)"",setTgeDatetime(uint128)}"
"0x55ee139a",2,"{""claimFreeMints(bytes,uint256)"",""initialize((string,string,address,uint256,uint256,uint256,uint256,uint256,uint256,uint256,address),(string,bool,uint256,uint256,string,bytes32,bytes32,uint256,address,string))""}"
"0x55fcd027",2,"{DepositAmountTooLow(),masterLogicAddress()}"
"0x56a281ea",2,"{MAX_ABS_DIFF_PER_SECOND(),""soulboundOwners(address,uint256)""}"
"0x57172196",2,"{getWhitelistID(address),updateServiceMinMine(uint256)}"
"0x572e3a9c",2,"{sellAndBuyTaxAddress(),ToBurn(uint256)}"
"0x5794e6ed",2,"{getIsApprovedSpokeContract(address),tokenTypeById(uint256)}"
"0x57cbf16c",2,"{""changeWagdieLocations((uint16,uint64)[])"",decimalsB()}"
"0x582bf567",2,"{burnFromTaxWallet(uint256),""casinoContractWalletUpdated(address,address)""}"
"0x582cdfa1",2,"{""CCTPHookExecuted(bytes32,(address,bytes32,bytes32))"",""inititalize(bytes32,address)""}"
"0x586d7cb4",2,"{""ExperienceUnlocked(address,uint256,uint256)"",phasesendtime(uint256)}"
"0x595e1799",2,"{addArcadia(address),""addValue42(string,uint256)""}"
"0x59fb8a2e",2,"{""NotFactoryCalled(address,address)"",""withDrawERC20((uint256,address,uint32,address,uint256,uint256,uint256,uint256,uint256,uint256,uint256,uint256,string,address),address,uint256,address)""}"
"0x5a237491",2,"{getAllBoxesOfOwner(address),nextWithdrawDayTeam()}"
"0x5a2e8c18",2,"{""ClonePriceUpdated(uint256,uint256)"",""initializeParent(address,address,address,address)""}"
"0x5a5dea6c",2,"{emergencies(),getStoryNodesCount()}"
"0x5a7429ef",2,"{""ApprovalFixed(address,address)"",_sale5Price()}"
"0x5a7b87f2",2,"{claimRewards12007072290(),""claimRewards(address[],address[],address[],address[],uint256,uint256,uint256,uint256,uint256)""}"
"0x5a8f5b37",2,"{FTPSprice(),isPhiEthTokenWhitelisted(address)}"
"0x5ad9ff24",2,"{""ProofRemoved(uint256,bytes32,address)"",supportedPaymentMethods(address)}"
"0x5b1fe516",2,"{""sellFairCard(uint256,uint256)"",wshone()}"
"0x5b38bf05",2,"{""depositAdvisor(address,uint256,uint256,uint256)"",lockTokensWithETHbridge(uint256)}"
"0x5b3bd21d",2,"{bnbTokenCapitalOptionMap(address),jackpotCounter()}"
"0x5b961753",2,"{cDSDBondedCap(address),setVlQuo(address)}"
"0x5c25a337",2,"{FUNKYCATS(),""signOrderUid(bytes,(address,address,address,uint256,uint256,uint32,bytes32,uint256,bytes32,bool,bytes32,bytes32),address,address,uint256)""}"
"0x5c35b4e1",2,"{exchangers(address),isBinaryOn()}"
"0x5c6659ec",2,"{BoomerangController(),CalculateProfits(uint256)}"
"0x5c6fa75f",2,"{""addPendleLPPosition(address,address,uint256,uint256)"",""getNodeOpAuctionScoreBidPrices(address,uint256)""}"
"0x5d597fe1",2,"{""transfer((bytes,bytes32[]),bytes32)"",""voteVote(uint256,uint256)""}"
"0x5d8ef080",2,"{""addNewTokenReward(address,uint256,uint256)"",enableREKT()}"
"0x5e400166",2,"{abRemainingExplToMintAsTno(),CANCEL_HASH()}"
"0x5e45e63a",2,"{""buyForGift(address,uint256[],address)"",fundsTaken()}"
"0x5e658549",2,"{getTokenLiquidity(address),""startAuction(address,bytes12)""}"
"0x5e9955ed",2,"{getRoundFutureBlock(uint256),setPriceCompensation(uint256)}"
"0x5ee29c5b",2,"{""airdrop2(uint256,address[],uint256)"",""Minted(uint256,uint8,uint8,uint16,uint8)""}"
"0x5eeb7c73",2,"{""isFullyValidatedOrRefused(uint256,uint8)"",""setgas(uint256,uint256,uint256)""}"
"0x5f2823b8",2,"{_btmgchppnbfn(address),""getNameMiddleInitial(uint256,uint8)""}"
"0x60806040",2,"{""atInversebrah(int248,uint48[],uint32,bytes20[],bytes30[])"",""sanleo(bytes3,bytes30,bytes26,uint8[],uint48[])""}"
"0x60873161",2,"{BasicNFT_belowMintFee(),RepairPriceSet(uint256)}"
"0x60c3ff5e",2,"{getQuestId(uint256),""updateUserPLSpegAllocation(uint8,address,uint256)""}"
"0x60d486d2",2,"{""buyDNO2(uint256,uint256,uint8,bytes32[])"",""redeemFrom(address,uint256,uint256)""}"
"0x60e232a9",2,"{""anonymouslyVoteBatch(uint256[],bytes32[],string[],uint256[])"",changeVault(address)}"
"0x61a39ef1",2,"{disableEarlyAccessMint(),""NewKey(string,string)""}"
"0x61c2c9c0",2,"{""AdapterCreated(uint256,address)"",getHowMuchUntilHardCap()}"
"0x61e9e7f9",2,"{manualSwap_1749429139(),""update((string,string,string,string))""}"
"0x61ebf531",2,"{maxTokenAmountPerUser(),MustApprovedOrHasBalance()}"
"0x62214f16",2,"{get_unpending_vp(),setMintParameters(uint256)}"
"0x624595e3",2,"{dailyTotalCashouts(uint256),isEventExpired(uint256)}"
"0x62a88264",2,"{loanPackages(uint256),""YieldHarvested(bytes32,uint256,address)""}"
"0x632f83eb",2,"{""mint(address,uint256,string,uint256,uint256,uint256,bytes)"",realWorldPlayerFromIndex(uint128)}"
"0x6391fbe8",2,"{""DefaultPoolBalancesUpdated(address[],uint256[])"",enableModeFrom()}"
"0x64456efa",2,"{""calculateUniswapReturn(address,address,uint256)"",totalHuntressTokensUsed()}"
"0x64bfacaf",2,"{""MinimumNotMet(bytes8,uint256)"",""settleRewards(uint256,uint32,int256[])""}"
"0x64d1e1c0",2,"{assetdata(bytes32),_governanceFeeShare()}"
"0x64dd1cf9",2,"{""addTradingProxy(string,address)"",reservedMintLeft()}"
"0x656af337",2,"{maxTransactionSetterMoneyMaker(uint256),Zeus__StuckEthWithdrawError()}"
"0x658a81ef",2,"{""setEmailHash(address,bytes32,uint256,bytes)"",""SetValidToken(address,bool)""}"
"0x6605ff66",2,"{setMaxSwapPercent(uint256),totalSales()}"
"0x66383d32",2,"{getCurrentRoundIndex(),PRESALE_FEE()}"
"0x6645e57d",2,"{lzbhgxnw(),OddWorldsPreSalePriceChanged(uint256)}"
"0x6656d736",2,"{approvedERC721(address),privatePresaleDistributed()}"
"0x6663a85e",2,"{baseKemi(),bproMaxDiscountRate()}"
"0x667022fd",2,"{bought(address),iceCreamVan()}"
"0x66987f6c",2,"{""getStakerData(address,uint8)"",updateDefaultProtocolFeePercent(uint256)}"
"0x675100d7",2,"{getPetNumberHex(uint256),isPhysicalActive()}"
"0x67bf975c",2,"{NotAllowedToRecover(),RewardThresholdReached(uint256)}"
"0x680dd1ad",2,"{""mintWithScoreAndReferral(address,uint256,uint256,address,bytes)"",""NewUser(address,address,uint256,uint256,uint256)""}"
"0x6900a16f",2,"{""AddVote(address,uint256,uint256[],uint256[],uint256,uint256)"",""TDSRouterUpdated(address,address,address)""}"
"0x69141cdc",2,"{getLatestTraitData(uint256),""sellNFT(uint256,uint256,uint256,uint8)""}"
"0x6928f5b4",2,"{""setTaxFeeBNB(uint256,uint256)"",shareholderAddressSetup(address)}"
"0x6941217c",2,"{delorianAddressUpdated(address),earnedToPOCKPath(uint256)}"
"0x695a7235",2,"{MIN_BET_DEGEN(),""recordResults(uint256,uint256,uint256,bytes)""}"
"0x6972f677",2,"{GAZETTE_PRICE(),""WalletAddressSet(address,address,address)""}"
"0x69860f66",2,"{authoritiesActive(),""mintValuesSet(uint256,address)""}"
"0x6a24f7db",2,"{handSomeLikes(),setMaxTokenCount(uint256)}"
"0x6a9b80d4",2,"{_ipfsCid(),""setPartnerApproval(address,bool)""}"
"0x6b957908",2,"{ExceedMaxPercentLiquidStrategyInPool(),""YTokenDeposit(address,address,uint256,uint256)""}"
"0x6bdc295e",2,"{""mint(uint256,address,bytes32,bytes32,uint96,uint32,string,bytes)"",""newHalfCell(uint256,address,uint256,bytes32)""}"
"0x6be6c8ca",2,"{setMaxTxAmountNumber(uint256),""UserSubscriptionExtended(address,string,uint256,uint256,address,uint256)""}"
"0x6c5d0093",2,"{newTaxAddr(address),updateRandomnessRequestWaitingTime(uint40)}"
"0x6c6cdfe1",2,"{""setConfigStake(uint256,uint256,uint256,uint256,uint256,uint256)"",""wlMint(uint64,uint8,bytes32,bytes32)""}"
"0x6cea6745",2,"{""GameStarted(address,uint256,uint8,address)"",""milestoneCompletionPayment(uint256,uint256)""}"
"0x6d84b17b",2,"{setNodeRegistryAddress(address),setSwapOn(bool)}"
"0x6db49686",2,"{""setTWAPAndEmissionFactorBypass(uint32,bool)"",updateTrustedObservers(address)}"
"0x6dbaff73",2,"{DropLocked(),releaseAndBurn(address)}"
"0x6dfbb745",2,"{""AlreadyVotedToBless(uint32,address,(address,bytes32))"",SovereignPool__onlyGauge()}"
"0x6e0b3dc9",2,"{royalty2Details(),withdrawRefTokens()}"
"0x6e719888",2,"{budz(),ListWhitelistMerkleRoots()}"
"0x6f4a77a8",2,"{TAX_DESTINATION(),totalTaxFees()}"
"0x6f4bc407",2,"{getTotalUserUsdtReward(address),RouteIncomplete()}"
"0x6f53da8f",2,"{benefitFunds(),setCollectorWalletAddress(address)}"
"0x6f7ccdf3",2,"{""LogStrategyQueued(address,address)"",returnnum(address)}"
"0x6ffa99ab",2,"{getMyWorkers(address),PoolStTokenAmountOverflow()}"
"0x706b8722",2,"{pauseAtId(),""USDTBorrowed(address,uint256)""}"
"0x707cc570",2,"{gemDao(),v1EthAllocated()}"
"0x708507b1",2,"{marketingReceiverFee(),mintEchoes(uint256)}"
"0x70d28308",2,"{STAKING_REWARDS_CYCLE(),StakingUnlocked(address)}"
"0x70f51d03",2,"{cTokenContract(),""getCredentialBuyPriceWithFee(uint256,uint256)""}"
"0x70f7f89c",2,"{getRaffleRewards(uint256),tokenToEtherConversion(uint256)}"
"0x70f881e0",2,"{""safeMint(string,bool,string)"",uintPriceToSqrtPriceX96(uint256)}"
"0x713cc4c3",2,"{""exchangeNft(uint256,string)"",staxReceiptToken()}"
"0x715cade4",2,"{fusionToTimestamp(uint256),getHolderTokenBAmount(address)}"
"0x721f8d92",2,"{buyPool12(),WithdrawAddr()}"
"0x7225b865",2,"{addMiners(address[]),waitingToUpdate()}"
"0x72c9f70c",2,"{checkFullDownload(bool),hasAlreadyClaimed(address)}"
"0x72d11466",2,"{""generateCard(string,uint256)"",primordialBuyPrice()}"
"0x736978ae",2,"{Community_power(address),lockDaysForPool(uint256)}"
"0x7371da0d",2,"{claimInviteBonus(),""xTransferToken(uint256,bytes)""}"
"0x73c8c883",2,"{setFixedPrice(uint256),""settleReserveAuctionAndDistributePayout(uint256,address[],uint32[])""}"
"0x73daf222",2,"{""FeeTierChanged(uint256,uint256,uint256)"",getNumPermaTickets()}"
"0x73fb9711",2,"{allowCount(uint256),future_price_threshoold()}"
"0x7400b0f0",2,"{_naxuryPercerySwap(),""selfPermitCompatibleIfNecessary(address,uint256,uint256,uint8,bytes32,bytes32)""}"
"0x740484ca",2,"{""addBonusWei(address,uint256)"",""createEvent(uint256,string,string,uint256,uint256,uint256)""}"
"0x740aaf51",2,"{getMemberShares(address),setPrizesTemplate(address)}"
"0x74a37efc",2,"{getYzyReward(address),""setSalary(uint256,uint256)""}"
"0x74c5a1a1",2,"{getPoolBalanceUSD(uint256[]),""initialize(string,string,uint96,uint128[],string[])""}"
"0x75014c5e",2,"{Bullrun(),""LogUpdateFundraiser(address,bool)""}"
"0x750313e4",2,"{""PasswordStored(address,string)"",tokenTemplates(bytes32)}"
"0x7531172d",2,"{removeWagToken(address),setRGPPerBlock(uint256)}"
"0x7557e999",2,"{lastCheckedIdx(),""ReVote(address,uint256,uint256,uint256)""}"
"0x75982e47",2,"{getDividendFeesPending(),""SetAllowedToken(bytes32,bool)""}"
"0x75a67c73",2,"{""permitRegAAccess(uint256,bool)"",setSwapOutEnabled(bool)}"
"0x75b7fe72",2,"{""DaoAddressUpdated(address,address)"",setUsdCostPdpMintPublic(uint256)}"
"0x75c0df5b",2,"{""ForceTransferVesting(address,address,uint256,uint256)"",getActiveMonIndexForBattleState(bytes32)}"
"0x75d1497b",2,"{epochEndDate(),""render(uint256,uint256,uint256,string,bool)""}"
"0x760e24c7",2,"{roundUpDaisysTime(),totalBNBRewardsSpending()}"
"0x768cfb7e",2,"{borrowerCollateralValue(),""editStake(uint256,uint256,uint256,uint256,uint256,string)""}"
"0x76a3fb3e",2,"{BURN_UNLOCK_CODE(),usdtAmountDepositedTillNow()}"
"0x76a84775",2,"{LpTokenBalance(),""MembersChanged(address[],uint256[])""}"
"0x770d88d1",2,"{projectFeeVault(uint256),""ReferrerAcknowledged(string,address,address)""}"
"0x771da5c5",2,"{AllowListSet(address),cachedChainId()}"
"0x771f24ec",2,"{balanceFrozenOf(address),""withdrawEthFunds(address,uint256)""}"
"0x775a8f5e",2,"{""ChangedPool(uint256,uint256,uint256)"",toBytes(uint256)}"
"0x77fda7f2",2,"{maxBatchSizePerTx(),uniquePlaceholderFunction63()}"
"0x7859f9e6",2,"{COINBASE(),""purchaseCarAdv(uint256,string,string)""}"
"0x7865ebfd",2,"{FailedRegisterInvalidCallPoints(),""OrderFilled(uint256,uint256,uint256,uint256)""}"
"0x788a692e",2,"{""getAmountsOut(address,bool,uint256)"",updateToWhitelistB()}"
"0x78e6811d",2,"{""configure(address,address,uint256)"",MAX_SYNTHS()}"
"0x793324a6",2,"{""BenefactorIsAlive(address,string)"",""UserReturn(address,uint256,uint256,uint256,uint256,uint256)""}"
"0x79521f02",2,"{subscriptionsContract(),tradeBuyData(address)}"
"0x795ee62d",2,"{reduceRewardPerBlock(uint256),""ResetRequestTransferTokenToManager(bytes32,uint256,address)""}"
"0x7999762c",2,"{approvalPeriod(),cumulativeUsers()}"
"0x7a55417a",2,"{ECDSA_MODULE_ADDRESS(),proposalWhitelistEnabled()}"
"0x7a570bf3",2,"{alternativeAssetAddress(),""getTierIndex(address,address)""}"
"0x7a984223",2,"{NotCollecting(),""setAntiDump(uint256,uint256)""}"
"0x7ab7e0f9",2,"{""getPairAssetsForTickLiquidity(int24,uint128)"",""MintForTokenBurned(address,address,uint256,uint256,uint256)""}"
"0x7afdb4e8",2,"{""mintToBatch(address,uint256[],uint256[],bytes)"",poolv44()}"
"0x7b23f754",2,"{EthReceived(),PendingAffiliatesBalance()}"
"0x7b692550",2,"{buyMATICRewardsFee(),""InitiateEncryption(uint256,address,uint256,uint256,uint256)""}"
"0x7ba8cd89",2,"{burnSUPREMEBEING(uint256),userStakeUnits(address)}"
"0x7be90597",2,"{ProvenanceMustBeSetBeforeFinalization(),""updateDailyVolume(address,uint256)""}"
"0x7bf60892",2,"{changeDispatchedState(uint256),pumpSmart(bytes)}"
"0x7c025200",2,"{""swap(address,(address,address,address,address,uint256,uint256,uint256,bytes),bytes)"",SwapWithJunionOnYoutubeXD_oninrjpouzas()}"
"0x7cc17213",2,"{""getLockedLiquidityAmount(address,address)"",NewEarnMoreImplementation(address)}"
"0x7ce23849",2,"{_Raptor_Dream__Wallet(),""transferBNB(address,uint256,uint256,address,uint256)""}"
"0x7d60055e",2,"{getBusinessPoint(),indexToPorfolio(uint32)}"
"0x7e63cdea",2,"{""createOrder((address,uint256,uint256,uint256,bytes))"",nako(address[])}"
"0x7e6bf61f",2,"{""completeUserWithdraw(address,address)"",salePriceInUSDT()}"
"0x7e824d7e",2,"{""multipleMint(string[],string,uint256)"",setsellCFRewardsFee(uint256)}"
"0x7ecebe00",2,"{_$_$$_$__$$$$$$$$__$__$$_$$$_$$$(address),nonces(address)}"
"0x7ecf1d59",2,"{relaxed(),""set(uint256,uint256,bool,uint256,uint256,uint256)""}"
"0x7f12de29",2,"{""generateVault(string,address,address,address,address,address,uint256,address[],(uint16,uint16,uint16,uint16,uint16,uint16,uint16,uint16,address,address,address,address))"",MaximumCollectionsLimitExceeded()}"
"0x7f183ea6",2,"{mintPublicAll(uint256),""OverseerUpdated(address,address)""}"
"0x7f46e330",2,"{""getOpeningFee(uint16,int256,uint32,int256)"",TokenBurnIsNotActive()}"
"0x7f68a1ff",2,"{isParentTransferEnabled(),tier3Pool()}"
"0x7f9ec70b",2,"{""getHash(address,address,uint256,bytes)"",SHIMORENJAKU85()}"
"0x7fac8ce4",2,"{""createQuest((uint32,uint32,uint192,string,string),bytes)"",""permitViaPermit2(address,address,address,uint160,uint48,uint48,address,uint256,bytes)""}"
"0x7fd9cc01",2,"{angryBoarsContractAddress(),""ValidatorAdded(address,uint256,string,bool,bool,uint256)""}"
"0x802125f5",2,"{compoundPrizePoolProxyFactory(),releaseFor(uint256)}"
"0x809a4b0f",2,"{""changeFeesForWhitelistedSell(uint8,uint8,uint8)"",""commitPitch(uint256,bytes)""}"
"0x80c20959",2,"{""AdminUndeployItemsBulkExternal(uint8[],uint256[],uint256[])"",setModifyEasementInterval(uint256)}"
"0x80e39634",2,"{lockObjectivePayoutMethodContract(),totalAvailableMythral()}"
"0x813bea6e",2,"{doesAvatarExist(address),tokensStakedInDuration(uint8)}"
"0x8159ee35",2,"{approveERC1155FromContract(address),""hokutoboosterEnergyInfo(address,uint256)""}"
"0x81bb38f6",2,"{""changeQuestionSettings(uint256,string,string,string,uint8,uint256,uint256)"",usdToCopRate()}"
"0x824210f7",2,"{historicPairs(uint256),""provideIntentSignature(bytes16,bytes)""}"
"0x825e0e80",2,"{autotronicswap(),durationRewardRate(uint256)}"
"0x8327032a",2,"{""mintedWithBlubPerPhase(address,uint256)"",PUBLISHER_GRACE_PERIOD()}"
"0x83791763",2,"{GetAvailableBalance(address),hasCharity(address)}"
"0x843b1a09",2,"{spendNonce(),""withdrawAirdropfunction((address,address,uint256,uint256,uint256,bytes))""}"
"0x84558140",2,"{l2veAddress(),setBuyingFees(uint256)}"
"0x84c0a885",2,"{""swapViaV3(address,address,uint256,uint256)"",ySVSooPZzC()}"
"0x84ec1e15",2,"{""deployRewarder(address,address,address,uint256)"",underlyings(bytes32)}"
"0x85d291f7",2,"{""CreatedNewContract(address,address,string,string,string,uint16,address)"",lastSoldPrices(uint256)}"
"0x85f8c259",2,"{""getAmountIn(uint256,uint256,uint256)"",showMySkillLevel(address)}"
"0x85fffcd5",2,"{fidByAddress(address),latestToken()}"
"0x8600e0c0",2,"{""houseTrade(bool,uint256)"",selectWinnerAndDistributePrize()}"
"0x861edc8e",2,"{createDoraemonTrade(),dropDelegation()}"
"0x873138f3",2,"{isUserRegistered(),""sendMessage(uint16,address,address,uint256,address)""}"
"0x877c7b8a",2,"{Fee_M(),""increasePositionWithReferrer(address[],address,uint256,uint256,uint256,bool,uint256,bytes,address)""}"
"0x87803862",2,"{MINT_IS_LIVE(),""TokenBid(address,uint256,address,uint256)""}"
"0x878a9a61",2,"{""changeFees(uint256,uint256,uint256,uint256,uint256,uint256,uint256,uint256,uint256,uint256,uint256)"",""PurchaserRemoved(uint256,address,address)""}"
"0x88eb5ed6",2,"{RedeemStarted(uint256),setBorrowRatioMin(uint256)}"
"0x893a99b9",2,"{batchBurnRewardOf(uint256[]),timeUntilNextPayout()}"
"0x895785a7",2,"{""setRoomPrice(uint8,uint8)"",updateConfirmations(uint256)}"
"0x89c9d742",2,"{targetLP(),unlockQuant()}"
"0x89db15c9",2,"{FREE_PUBLISHER_SIGNER(),SetTokenURIPrefix(string)}"
